,Date,LQD_close_price,PZA_close_price,USO_close_price,TLT_close_price,QQQ_close_price,VMBS_close_price,VNQ_close_price
0,2021-01-13 00:00:00-05:00,136.52,27.09,35.76,136.52,130.8,54.01,84.31
1,2021-01-14 00:00:00-05:00,135.70184326171878,27.16852569580078,35.51115036010742,137.97097778320312,126.3707275390625,54.03171920776367,81.11442565917969
2,2021-01-15 00:00:00-05:00,135.6986083984375,27.24939346313477,35.35684585571289,137.97879028320312,131.66734313964844,54.07727432250977,80.12725067138672
3,2021-01-16 00:00:00-05:00,135.69635009765622,27.327136993408203,35.13156890869141,138.35874938964844,131.50167846679688,54.10299682617188,80.20650482177734
4,2021-01-17 00:00:00-05:00,135.69400024414062,27.4019775390625,34.90761566162109,138.41221618652344,135.90713500976562,54.13156509399414,80.16213989257812
5,2021-01-18 00:00:00-05:00,135.6907958984375,27.47370147705078,34.66237258911133,138.57046508789062,138.22882080078122,54.15311050415039,80.22246551513672
6,2021-01-19 00:00:00-05:00,135.68759155273438,27.542970657348636,34.401473999023445,139.20671081542972,140.70648193359378,54.17250442504883,79.90106964111328
7,2021-01-20 00:00:00-05:00,135.68438720703122,27.60820960998535,34.12322998046875,139.88172912597656,142.95347595214844,54.18878555297852,79.89716339111328
8,2021-01-21 00:00:00-05:00,135.68002319335938,27.670001983642575,33.82773208618164,139.54519653320312,144.49681091308594,54.20354461669922,79.06156921386719
9,2021-01-22 00:00:00-05:00,135.67408752441406,27.72905540466309,33.51510238647461,138.96661376953122,146.3448028564453,54.21737289428711,79.3827133178711
10,2021-01-23 00:00:00-05:00,135.66598510742188,27.78614997863769,33.2001953125,139.71481323242188,147.29627990722656,54.23148727416992,79.07112884521484
11,2021-01-24 00:00:00-05:00,135.6571044921875,27.842098236083984,32.89148712158203,138.97793579101562,148.09153747558594,54.24409103393555,79.1083755493164
12,2021-01-25 00:00:00-05:00,135.6461181640625,27.89614295959473,32.59230422973633,139.03683471679688,148.6645965576172,54.25642013549805,79.0327377319336
13,2021-01-26 00:00:00-05:00,135.63128662109378,27.94859313964844,32.301258087158196,139.24310302734378,148.9672088623047,54.26891708374024,79.43930053710938
14,2021-01-27 00:00:00-05:00,135.61112976074222,27.99887466430664,32.01638412475586,138.44517517089844,149.1053466796875,54.2809066772461,79.57221221923828
15,2021-01-28 00:00:00-05:00,135.58367919921878,28.0476016998291,31.73749542236328,139.42062377929688,149.3263702392578,54.29254531860352,79.58246612548828
16,2021-01-29 00:00:00-05:00,135.54629516601562,28.094572067260746,31.461280822753906,139.50271606445312,149.37025451660156,54.30385971069336,79.77222442626953
17,2021-01-30 00:00:00-05:00,135.49588012695312,28.14042091369629,31.189849853515625,139.30079650878906,149.33241271972656,54.31405258178711,79.970458984375
18,2021-01-31 00:00:00-05:00,135.427734375,28.18483161926269,30.91948318481445,139.47552490234378,149.2537841796875,54.32430648803711,80.18760681152344
19,2021-02-01 00:00:00-05:00,135.33489990234378,28.22763061523437,30.65147590637207,139.20213317871094,149.24008178710938,54.33501815795898,80.29122161865234
20,2021-02-02 00:00:00-05:00,135.21742248535156,28.26908302307129,30.3825798034668,139.11079406738278,149.17819213867188,54.3460693359375,80.10340118408203
21,2021-02-03 00:00:00-05:00,135.092041015625,28.309024810791016,30.11452865600586,139.02345275878906,149.02114868164062,54.35830688476562,80.41426849365234
22,2021-02-04 00:00:00-05:00,134.9219970703125,28.34787368774414,29.846027374267575,138.72775268554688,148.72438049316406,54.3707160949707,80.18871307373047
23,2021-02-05 00:00:00-05:00,134.72906494140622,28.38568687438965,29.57647705078125,139.24452209472656,148.3028106689453,54.38330078125,80.28702545166016
24,2021-02-06 00:00:00-05:00,134.524658203125,28.422962188720703,29.305164337158203,139.23374938964844,147.88961791992188,54.39630508422852,80.21190643310547
25,2021-02-07 00:00:00-05:00,134.29293823242188,28.459531784057614,29.032718658447266,139.666259765625,147.68577575683594,54.40990829467773,79.86390686035156
26,2021-02-08 00:00:00-05:00,134.00082397460938,28.495494842529297,28.75809097290039,139.68258666992188,147.5625762939453,54.42404556274414,79.78994750976562
27,2021-02-09 00:00:00-05:00,133.82803344726562,28.53084945678711,28.48185157775879,139.58760070800778,147.38673400878906,54.43771362304688,79.89667510986328
28,2021-02-10 00:00:00-05:00,133.69696044921878,28.56602668762207,28.20387840270996,139.66914367675778,147.0503692626953,54.45095443725586,79.57244873046875
29,2021-02-11 00:00:00-05:00,133.68321228027344,28.60138893127441,27.92434883117676,139.78924560546878,146.74356079101562,54.46390914916992,79.63568115234375
30,2021-02-12 00:00:00-05:00,133.67294311523438,28.637176513671875,27.64336395263672,139.28524780273438,146.54058837890625,54.47664260864258,79.65890502929688
31,2021-02-13 00:00:00-05:00,133.66268920898438,28.67292213439941,27.360971450805664,138.87966918945312,146.28671264648438,54.48915481567383,79.46342468261719
32,2021-02-14 00:00:00-05:00,133.65176391601562,28.70909309387207,27.07721710205078,136.69065856933594,145.94741821289062,54.5015983581543,79.53270721435547
